,0
008_1$1,81.319
280_1$1,79.497
288_2$1,69.0229
144_2$1,71.4871
127_1$1,80.6653
063_1$1,72.9499
086_2$1,76.2435
329_1$1,82.0838
206_1$1,78.7813
342_1$1,80.4326
321_2$1,83.7771
069_1$1,86.0284
282_2$1,79.3938
125_2$1,75.8875
061_2$1,82.3663
146_1$1,74.1579
002_1$1,75.2753
046_1$1,79.2255
025_2$1,76.9401
161_2$1,82.1895
169_1$1,74.7306
365_2$1,68.1404
221_2$1,84.1866
306_1$1,76.3777
229_1$1,67.5347
186_2$1,66.9093
027_1$1,61.7073
163_1$1,73.065
100_2$1,75.1544
108_1$1,80.7964
304_2$1,88.3408
240_2$1,84.1914
367_1$1,71.584
223_1$1,86.7141
248_1$1,66.8566
184_1$1,70.3104
094_1$1,79.928
358_1$1,75.5723
277_1$1,82.4739
350_2$1,72.3955
018_1$1,60.5648
290_1$1,62.3771
154_2$1,71.5636
073_1$1,80.5102
137_1$1,89.518
096_2$1,74.6255
339_1$1,80.6237
352_1$1,72.394
216_1$1,85.3783
331_2$1,82.1573
275_2$1,77.1763
079_1$1,91.0658
292_2$1,78.4019
071_2$1,86.8653
135_2$1,77.2053
156_1$1,79.7763
112_1$1,74.4471
056_1$1,88.0839
171_2$1,80.8738
179_1$1,77.1724
231_2$1,76.009
252_1$1,76.6123
239_1$1,80.8187
196_2$1,75.4064
173_1$1,90.2231
037_1$1,76.3544
110_2$1,79.2203
054_2$1,66.7086
118_1$1,71.7911
314_2$1,79.6989
258_1$1,82.3696
194_1$1,81.9859
058_1$1,73.3378
177_1$1,75.6886
033_1$1,71.8148
114_2$1,70.7367
050_2$1,63.4607
190_1$1,68.7258
318_1$1,87.5678
254_2$1,85.2133
310_2$1,80.2028
198_2$1,74.5308
237_1$1,79.3504
116_1$1,69.4556
052_1$1,83.3053
175_2$1,78.0814
192_2$1,86.7223
235_2$1,76.0088
256_1$1,80.1708
312_1$1,71.3825
356_1$1,71.8382
212_1$1,75.1399
335_2$1,80.889
271_2$1,63.9206
092_2$1,69.1332
279_1$1,74.7238
075_2$1,65.6685
131_2$1,80.3554
016_1$1,76.4572
152_1$1,85.7973
296_2$1,80.928
337_1$1,85.2824
273_1$1,82.7288
098_2$1,81.1576
354_2$1,78.2838
210_2$1,79.9713
218_1$1,81.9141
090_1$1,83.8603
014_2$1,82.362
150_2$1,81.9819
077_1$1,81.8183
133_1$1,78.6153
294_1$1,78.5965
158_1$1,73.0205
081_2$1,62.4049
209_2$1,72.6202
326_2$1,75.8873
262_2$1,80.5852
345_1$1,87.8277
201_1$1,82.5687
089_1$1,76.4943
149_2$1,72.3922
285_2$1,75.8245
005_1$1,69.7249
141_1$1,76.951
066_2$1,77.4139
122_2$1,83.121
083_1$1,85.7368
268_2$1,76.7765
347_2$1,68.4634
203_2$1,70.4385
324_1$1,71.9658
260_1$1,80.8981
128_2$1,74.6166
287_1$1,78.5614
064_1$1,71.081
120_1$1,88.3946
107_2$1,80.0478
043_2$1,77.6501
164_1$1,69.137
020_1$1,73.5131
028_2$1,76.4512
360_1$1,82.9066
247_2$1,79.3139
303_2$1,74.8269
368_2$1,81.5137
183_1$1,80.1519
166_2$1,82.038
022_2$1,71.7665
105_1$1,82.5182
049_2$1,80.1366
189_1$1,73.6211
245_1$1,76.0295
301_1$1,86.1788
226_2$1,73.6189
362_2$1,72.561
309_2$1,75.3396
181_2$1,78.8676
109_2$1,69.9582
162_2$1,73.2221
101_1$1,88.5385
045_1$1,82.3328
185_2$1,76.4645
241_1$1,72.5984
305_1$1,71.4265
222_2$1,73.0474
168_2$1,78.2105
103_2$1,73.8938
047_2$1,78.4962
160_1$1,76.0253
024_1$1,72.0467
228_2$1,73.8166
187_1$1,80.7837
220_1$1,71.0544
364_1$1,65.7113
243_2$1,79.0631
307_2$1,83.2661
343_2$1,79.4023
207_2$1,80.4221
320_1$1,83.3635
264_1$1,81.5611
087_1$1,80.8495
328_2$1,77.1901
060_1$1,82.5947
124_1$1,76.2884
003_2$1,76.01
147_2$1,76.9198
068_2$1,73.2368
283_1$1,76.72
322_2$1,72.7641
266_2$1,71.6109
341_1$1,78.1745
001_1$1,76.4269
145_1$1,73.3486
289_1$1,64.3774
062_2$1,76.9173
126_2$1,77.161
281_2$1,71.2123
036_2$1,81.7144
172_2$1,81.3332
111_1$1,76.0411
195_2$1,69.6122
259_2$1,72.434
315_1$1,72.4494
232_2$1,72.9568
178_2$1,74.0311
057_2$1,64.7597
113_2$1,80.6674
034_1$1,69.1239
170_1$1,75.8444
197_1$1,80.6692
317_2$1,76.5552
253_2$1,78.6669
217_2$1,73.9004
353_2$1,76.861
274_1$1,76.8015
097_1$1,74.8654
013_2$1,79.545
078_2$1,79.8544
293_1$1,80.8613
276_2$1,75.5232
332_2$1,72.43
215_1$1,82.5166
351_1$1,84.5547
359_2$1,76.1041
155_1$1,79.7104
011_1$1,68.9878
019_2$1,69.3739
091_2$1,72.1859
219_2$1,81.7027
272_2$1,67.0456
336_2$1,80.1348
211_1$1,80.9963
355_1$1,85.7744
159_2$1,79.1269
295_2$1,80.7212
151_1$1,82.0259
015_1$1,75.7757
132_2$1,79.3201
076_2$1,83.1037
093_1$1,73.6538
278_2$1,75.542
213_2$1,84.2489
357_2$1,83.6478
270_1$1,61.736
334_1$1,87.9087
297_1$1,75.7051
153_2$1,77.3867
017_2$1,71.8425
053_2$1,73.396
117_2$1,83.2682
174_1$1,77.2405
038_2$1,69.7853
370_1$1,69.3162
234_1$1,79.859
313_2$1,69.719
257_2$1,74.622
193_1$1,65.6039
032_2$1,79.3953
051_1$1,77.9712
115_1$1,71.918
059_2$1,68.9905
199_1$1,88.1924
311_1$1,76.9376
255_1$1,82.2431
236_2$1,89.3412
319_2$1,70.8603
065_1$1,79.7577
121_1$1,75.6546
142_2$1,80.3038
129_2$1,90.8085
286_1$1,77.2266
346_2$1,78.0858
202_2$1,74.5711
325_1$1,77.2279
261_1$1,81.3654
082_1$1,75.7427
269_2$1,79.0678
004_1$1,80.6077
123_2$1,77.8413
284_2$1,86.3213
327_2$1,85.2456
263_2$1,76.1701
088_1$1,81.7296
344_1$1,74.1194
200_1$1,74.419
208_2$1,75.2409
080_2$1,67.7092
180_2$1,87.5536
308_2$1,74.6402
300_1$1,78.732
188_1$1,83.9688
363_2$1,82.4348
048_2$1,76.287
167_2$1,82.9041
023_2$1,78.0151
104_1$1,82.0423
369_2$1,76.4435
182_1$1,76.4661
225_1$1,67.2341
246_2$1,76.945
302_2$1,84.8388
106_2$1,77.2034
042_2$1,81.1066
165_1$1,85.8522
021_1$1,77.6046
221_1$1,84.1866
365_1$1,68.1404
306_2$1,76.3777
229_2$1,67.5347
186_1$1,66.9093
102_2$1,84.5178
046_2$1,79.2255
161_1$1,82.1895
025_1$1,76.9401
169_2$1,74.7306
240_1$1,84.1914
304_1$1,88.3408
223_2$1,86.7141
367_2$1,71.584
248_2$1,66.8566
184_2$1,70.3104
163_2$1,73.065
027_2$1,61.7073
100_1$1,75.1544
108_2$1,80.7964
008_2$1,81.319
280_2$1,79.497
288_1$1,69.0229
144_1$1,71.4871
063_2$1,72.9499
127_2$1,80.6653
084_2$1,80.604
348_2$1,77.9997
323_2$1,77.5426
267_2$1,74.7176
340_1$1,80.3089
069_2$1,86.0284
282_1$1,79.3938
061_1$1,82.3663
125_1$1,75.8875
002_2$1,75.2753
146_2$1,74.1579
086_1$1,76.2435
329_2$1,82.0838
342_2$1,80.4326
206_2$1,78.7813
321_1$1,83.7771
231_1$1,76.009
316_2$1,76.247
252_2$1,76.6123
239_2$1,80.8187
196_1$1,75.4064
112_2$1,74.4471
171_1$1,80.8738
179_2$1,77.1724
314_1$1,79.6989
250_1$1,71.6924
258_2$1,82.3696
194_2$1,81.9859
037_2$1,76.3544
173_2$1,90.2231
054_1$1,66.7086
110_1$1,79.2203
118_2$1,71.7911
018_2$1,60.5648
290_2$1,62.3771
298_1$1,81.7978
154_1$1,71.5636
137_2$1,89.518
073_2$1,80.5102
094_2$1,79.928
358_2$1,75.5723
277_2$1,82.4739
350_1$1,72.3955
079_2$1,91.0658
292_1$1,78.4019
135_1$1,77.2053
071_1$1,86.8653
156_2$1,79.7763
096_1$1,74.6255
339_2$1,80.6237
216_2$1,85.3783
352_2$1,72.394
275_1$1,77.1763
331_1$1,82.1573
131_1$1,80.3554
075_1$1,65.6685
152_2$1,85.7973
016_2$1,76.4572
296_1$1,80.928
212_2$1,75.1399
356_2$1,71.8382
271_1$1,63.9206
335_1$1,80.889
092_1$1,69.1332
279_2$1,74.7238
150_1$1,81.9819
014_1$1,82.362
133_2$1,78.6153
077_2$1,81.8183
294_2$1,78.5965
158_2$1,73.0205
273_2$1,82.7288
337_2$1,85.2824
098_1$1,81.1576
210_1$1,79.9713
354_1$1,78.2838
218_2$1,81.9141
090_2$1,83.8603
190_2$1,68.7258
318_2$1,87.5678
310_1$1,80.2028
254_1$1,85.2133
198_1$1,74.5308
237_2$1,79.3504
058_2$1,73.3378
033_2$1,71.8148
177_2$1,75.6886
050_1$1,63.4607
114_1$1,70.7367
192_1$1,86.7223
235_1$1,76.0088
312_2$1,71.3825
256_2$1,80.1708
052_2$1,83.3053
116_2$1,69.4556
175_1$1,78.0814
360_2$1,82.9066
247_1$1,79.3139
368_1$1,81.5137
183_2$1,80.1519
043_1$1,77.6501
107_1$1,80.0478
020_2$1,73.5131
164_2$1,69.137
028_1$1,76.4512
189_2$1,73.6211
301_2$1,86.1788
245_2$1,76.0295
362_1$1,72.561
226_1$1,73.6189
309_1$1,75.3396
181_1$1,78.8676
022_1$1,71.7665
166_1$1,82.038
105_2$1,82.5182
049_1$1,80.1366
285_1$1,75.8245
141_2$1,76.951
005_2$1,69.7249
122_1$1,83.121
066_1$1,77.4139
081_1$1,62.4049
209_1$1,72.6202
262_1$1,80.5852
326_1$1,75.8873
201_2$1,82.5687
345_2$1,87.8277
089_2$1,76.4943
128_1$1,74.6166
287_2$1,78.5614
120_2$1,88.3946
064_2$1,71.081
083_2$1,85.7368
268_1$1,76.7765
203_1$1,70.4385
260_2$1,80.8981
324_2$1,71.9658
124_2$1,76.2884
060_2$1,82.5947
147_1$1,76.9198
003_1$1,76.01
068_1$1,73.2368
283_2$1,76.72
207_1$1,80.4221
343_1$1,79.4023
264_2$1,81.5611
320_2$1,83.3635
087_2$1,80.8495
328_1$1,77.1901
145_2$1,73.3486
001_2$1,76.4269
289_2$1,64.3774
126_1$1,77.161
062_1$1,76.9173
281_1$1,71.2123
266_1$1,71.6109
322_1$1,72.7641
341_2$1,78.1745
185_1$1,76.4645
305_2$1,71.4265
241_2$1,72.5984
222_1$1,73.0474
109_1$1,69.9582
162_1$1,73.2221
045_2$1,82.3328
101_2$1,88.5385
228_1$1,73.8166
187_2$1,80.7837
364_2$1,65.7113
220_2$1,71.0544
307_1$1,83.2661
243_1$1,79.0631
168_1$1,78.2105
047_1$1,78.4962
103_1$1,73.8938
024_2$1,72.0467
160_2$1,76.0253
070_2$1,84.4327
013_1$1,79.545
293_2$1,80.8613
353_1$1,76.861
217_1$1,73.9004
274_2$1,76.8015
097_2$1,74.8654
011_2$1,68.9878
155_2$1,79.7104
019_1$1,69.3739
332_1$1,72.43
276_1$1,75.5232
351_2$1,84.5547
215_2$1,82.5166
359_1$1,76.1041
259_1$1,72.434
315_2$1,72.4494
232_1$1,72.9568
172_1$1,81.3332
036_1$1,81.7144
111_2$1,76.0411
197_2$1,80.6692
253_1$1,78.6669
317_1$1,76.5552
178_1$1,74.0311
113_1$1,80.6674
057_1$1,64.7597
170_2$1,75.8444
034_2$1,69.1239
234_2$1,79.859
370_2$1,69.3162
257_1$1,74.622
313_1$1,69.719
193_2$1,65.6039
117_1$1,83.2682
053_1$1,73.396
174_2$1,77.2405
038_1$1,69.7853
199_2$1,88.1924
255_2$1,82.2431
311_2$1,76.9376
236_1$1,89.3412
319_1$1,70.8603
191_1$1,80.4927
032_1$1,79.3953
115_2$1,71.918
051_2$1,77.9712
059_1$1,68.9905
159_1$1,79.1269
295_1$1,80.7212
015_2$1,75.7757
151_2$1,82.0259
076_1$1,83.1037
132_1$1,79.3201
091_1$1,72.1859
219_1$1,81.7027
336_1$1,80.1348
272_1$1,67.0456
355_2$1,85.7744
211_2$1,80.9963
297_2$1,75.7051
017_1$1,71.8425
153_1$1,77.3867
093_2$1,73.6538
278_1$1,75.542
357_1$1,83.6478
213_1$1,84.2489
334_2$1,87.9087
270_2$1,61.736
